,ticker,year,month,mthly_ave_resid,sec_pos_words,sec_neg_words,mthly_filing_count,gs_poswords,gs_negwords
290,BIIB,2015,5,0.002992123615980194,0.0,0.0,0.0,0.0,0.0
291,BIIB,2015,6,0.0007888768759240195,851.0,1240.0,1.0,0.0,0.0
292,BIIB,2015,7,-0.010762052375573379,11903.0,16771.0,2.0,0.0,0.0
293,BIIB,2015,8,-0.0033218817579619077,15734.0,14747.0,2.0,177.0,219.0
294,BIIB,2015,9,-0.0008875615124464645,9760.0,16623.0,2.0,59.0,73.0
295,BIIB,2015,10,-0.00020294838455326176,11978.0,16563.0,2.0,59.0,73.0
296,BIIB,2015,11,-0.0006321895960779434,0.0,0.0,0.0,0.0,0.0
297,BIIB,2015,12,0.00298790992244093,0.0,0.0,0.0,0.0,0.0
298,BIIB,2016,1,-0.0060545640410165705,3780.0,5927.0,1.0,177.0,219.0
299,BIIB,2016,2,-0.0025621560321283216,12522.0,21104.0,1.0,0.0,0.0
300,BIIB,2016,3,0.00015742045150214293,0.0,0.0,0.0,0.0,0.0
301,BIIB,2016,4,0.002610620297628937,12095.0,16614.0,3.0,0.0,0.0
302,BIIB,2016,5,0.0024864188037508955,808.0,1404.0,1.0,177.0,220.0
303,BIIB,2016,6,-0.008216173395506933,926.0,1868.0,2.0,0.0,0.0
304,BIIB,2016,7,0.009072290561874037,11797.0,16671.0,2.0,0.0,0.0
305,BIIB,2016,8,0.0022928585529678413,0.0,0.0,0.0,295.0,365.0
306,BIIB,2016,9,0.0011392282239596143,0.0,0.0,0.0,0.0,0.0
307,BIIB,2016,10,-0.005279371479335209,11808.0,16659.0,2.0,180.0,398.0
308,BIIB,2016,11,0.0023040776912444543,0.0,0.0,0.0,0.0,0.0
309,BIIB,2016,12,-0.001729696961159625,4576.0,5576.0,2.0,149.0,272.0
310,BIIB,2017,1,-0.0011305350566645726,17737.0,22714.0,2.0,118.0,146.0
311,BIIB,2017,2,0.0021135866138491475,20793.0,30034.0,3.0,295.0,365.0
312,BIIB,2017,3,-0.0023492410380148744,0.0,0.0,0.0,90.0,199.0
313,BIIB,2017,4,-0.00042714350410577383,12131.0,16675.0,2.0,329.0,670.0
314,BIIB,2017,5,-0.004108749240987697,0.0,0.0,0.0,90.0,199.0
